id;Date_creation;adresse_siege;site_web;telephone;email
1890;01/01/2012;11 Chemin des Cavaliers 35250  Saint-Sulpice-la-Foret;http://www.target2sell.fr;09 80 87 43 70;
1891;01/01/2008;156 bis rue des Voies du Bois 92700 Colombes;http://www.virtuali.net;01 56 83 96 24;
1892;01/01/2008;Rue du Patis Tatelin 35700 Rennes;http://www.flexycore.com;09 52 35 01 19;contact@flexycore.com
1893;01/01/2010;117 rue de Nexon 87000 Limoges ;http://goomeo.com/fr/;09 83 91 32 56;contact@goomeo.com 
1894;01/01/2012;Cap Omega - Rond-point Benjamin Franklin 34960 Montpellier;http://www.virdys.com;09 80 69 16 91;contact@virdys.com
1895;01/11/2011;CEEI Nice Premium, 1 boulevard Maître Maurice Slama 06200 Nice;http://www.francelabs.com;09 72 43 72 85;contact@francelabs.com
1896;01/09/2011;Bic Cap Omega - Rond Point Benjamin Franklin 34000 MONTPELLIER;http://www.nadratec.com;04 67 13 01 14;contact@nadratec.com
1897;01/01/2011;159 Rue de Thor 34000 MONTPELLIER;http://www.teads.tv;01 84 16 58 41;nsadki@teads.tv
1898;01/01/2005;20 Allee de la Raperie 59493  VILLENEUVE D ASCQ;http://www.dhimyotis.com;03 20 79 24 09;contact@dhimyotis.com
1899;15/05/2012;37 Rue des Mathurins 75008 Paris;http://www.sketchfab.com;;alban@sketchfab.com
1900;21/02/2013;1712 E. Riverside Drive 78741 Austin;http://www.pointsalon.com;001 512 333 1646;contact@pointsalon.com
1901;01/01/2008;33 rue Traversiere 92100 Boulogne-Billancourt;http://www.comiteo.net;08 11 69 66 99;contact@comiteo.net
1902;01/01/2011;55 avenue Marceau 75116  Paris;http://www.opinews.com;01 55 63 96 20;contact@opinews.com
1903;01/07/2011;84 rue de Monteuil 75011  Paris;http://www.visibrain.com;06 73 22 11 61;contact@visibrain.com
1904;01/01/2004;Parc des Moulins 17 avenue de la creativite59666  Villeneuve d'Ascq;http://www.autarcia.com;03 59 57 70 70;contact@autarcia.com
1905;01/01/2011;12 Rue Camille Desmoulins 92300  Levallois-Perret;http://www.intercloud.fr;01 47 58 64 42;sales@intercloud.fr
1906;01/01/2012;Rue de la Cigale 311170  Bruxelles;http://fr.mention.net;;contact@mention.net
1907;01/01/2009;7 parvis Louis Neel 38040  Grenoble;http://www.arnano.fr;04 38 78 54 68;contact@arnano.fr
1908;01/03/2010;13 rue Albert Einstein 69100  Villeurbanne;http://www.sysfera.com ;04 81 76 28 90;contact@sysfera.com
1909;01/12/2009;170 rue Raymond Losserand 75014  Paris;http://www.arcure.net;01 75 43 09 08;contact@arcure.net	
1910;01/01/2011;40 Rue Bonnand 69003 Lyon;http://www.techlimed.com;04 27 01 20 55;contact@techlimed.com
1911;01/01/2004;40 Rue du Village D’entreprises 31670 LABEGE;http://www.fullsave.com;05 62 24 35 18;contact@fullsave.com
1912;01/01/2011;224 rue Saint-Denis 75002  PARIS;http://www.bonjourbonjour.net;;infos@bonjourbonjour.net
1913;01/01/2010;1 Rue du Guesclin 44000 Nantes;http://www.noteo.info;09 83 23 75 73;
1914;01/01/2011;86 Rue de Paris 91400  ORSAY;http://www.krono-safe.com;;contact@krono-safe.com
1915;01/10/2009;runtastic GmbH  Pluskaufstraße 74061 Pasching;http://www.runtastic.com;-;office@runtastic.com
1916;01/01/2008;5 Rue Gorge de Loup 69009  Lyon;http://www.twiister-systems.net;04 82 53 02 71;contact@twiister-systems.com
1917;01/01/2006;6 Rue de Bitche 92400  Courbevoie;http://www.clirisgroup.com;01 47 88 30 11;info@clirisgroup.com
1918;01/09/2012;14C Villa de l'Industrie 93400 Saint-Ouen;http://www.algolia.com;;contact@algolia.com
1919;01/01/2013;90 rue Charles Nungesser 29490 Guipavas;http://www.locowl.com;+33 811 04 05 36;
1920;01/01/2005;7 Cite Paradis 75010  Paris;http://www.viareport.com;01 78 09 88 80;contact@viareport.com
1921;27/05/2011;97, Rue Aboukir 75002 Paris;http://telorion.com;+33 9 72 39 27 30;contact@telorion.com
1922;01/01/2012;99 C Boulevard Constantin Descat Batiment Teinturerie 59200 Tourcoing;http://www.clicandwalk.com;;clicandwalk@gmail.com
1923;01/01/2010;25 Boulevard des Italiens 75002 Paris;http://www.isograd.com;01 42 66 28 88;contact@isograd.com
1924;01/01/2010;13 rue Taitbout 75009  Paris;http://www.sensorly.com;;contact@sensorly.com
1925;01/08/2008;110 rue des poissonniers 75018 Paris;http://www.polantis.info;01.42.64.07.02;contact@polantis.info
1926;01/01/2005; 5 Rue Pierre Joseph Colin 35000  Rennes;http://www.innes.fr;02 23 20 01 62;sales@innes.fr
1927;01/01/2007;5 Rue Charles Leandre 14000 CAEN;http://www.ulteo.com;06 31 65 37 44;sales@ulteo.com
1928;01/10/2011;Privacy Department PL 123900101 Helsinki;http://jolla.com;+358 40 750 2444;info@jolla.com
1929;01/01/2011;NCNC NC;;;http://line.naver.jp
1930;01/09/2013;NC. .;http://www.cyanogenmod.org;;admin@cyanogenmod.org
1931;01/04/2013;NCNC NC;http://appstv.com;;contact@appstv.com
1932;01/01/2007;1 Allee des Garays 91120 Palaiseau;http://www.adents.com;01 69 32 11 11;info@adents.com
1933;01/01/2007;215 Rue Jean Jacques Rousseau 92138  Issy-les-Moulineaux; http://www.weemo.com;;sales@weemo.com
1934;01/01/2012;13 Avenue Robert Andre Vivien 94160  Saint-Mande;http://www.mobypark.com/;;infos@mobypark.com
1935;21/01/2004;10/11 Archer St City of Westminster, London W1D 7AZW1D 7AZ Westminster;http://www.ama-studios.com;;customersupport@ama.us
1936;01/01/2008;10 Rue de la Victoire 75009 PARIS;http://www.enovance.com;01 49 70 99 70;contact@enovance.com
1937;18/08/2009;NC. .;http://www.touchpal.com;;partners@cootek.com / android@cootek.com
1938;01/01/2010;4 Rue Monsigny 75002 Paris;http://www.urbangaming.com/fr;09 52 67 36 93;prenom@urbangaming.com
1939;01/01/2008;ZAC Aeroport, 125 Impasse Adam Smith 34470 Perols;http://www.rg-systemes.com;+33 (0) 4 11 934 200;contact@rg-systemes.com
1940;01/06/2012;Friedrich-Ebert-Strasse 3414469 Potsdam;http://www.refund.me;+ 1 917 688 4338;feedback@refund.me
1941;01/01/2008;62, rue de Bonnel 69448  Lyon;http://www.yseop.com/FR/home.php;+33 (0)4 78 47 07 49;contact@yseop.com
1942;01/01/2008;Bump Technologies, Inc DMCA Copyright Agent 160 E Dana StreetCA 94041 Mountain View;https://bu.mp;;support@bu.mp / info@bu.mp
1943;01/07/2010;18, rue Duphot 75001 Paris;http://www.genmsecure.com;+ 33 (0) 1 42 96 46 00;contact@genmsecure.com
1944;01/12/2010;Hotel Tonight, Inc. 901 Market St, Suite 310 San Francisco 94103 San Francisco;http://www.hoteltonight.com;;hotels@hoteltonight.com
1945;06/02/2012;24 Quai Joseph Gillet 69004 Lyon;http://www.reputationvip.com/;01 84 16 13 20;contact@reputationvip.com
1946;31/05/2010;18 Rue Yves Toudic 75010 Paris;https://www.drivy.com/;01 83 64 59 03;contact@drivy.com
1947;10/05/2004;124 - 126 rue de Provence 75008 Paris;http://www.netapsys.fr/;01 70 64 27 33;contact@netapsys.fr
1948;12/01/2012;44 Rue Cauchy 94110 Arcueil;http://www.wezzoo.com/;;contact@wezzoo.com
1949;01/01/2003;25 Rue Lenepveu 49100  ANGERS;http://123envoiture.com;0 826 623 123;marion.boudy@greencove.fr / contact@greencove.fr
1950;28/09/2007;20 Boulevard Eugene Deruelle 69003 Lyon;http://www.intitek.fr/;04 78 95 63 05;magali.diana@intitek.fr
1951;01/01/2005;54, rue Greneta 75002 Paris;http://www.getplus.fr/;01 82 83 33 37;
1952;01/04/2013;NCNC Paris;http://alpha.bnbsitter.com/;;hello@bnbsitter.com
1953;01/01/2007;Evernote Corporation 305 Walnut StreetCA 94063 Redwood City;https://evernote.com/intl/fr;;
1954;01/01/2010;Ekilog - 2, route de la NoueBP 76 91193 Gif-sur-Yvette;http://www.ekilog.fr;+33 1 64 86 80 42;contact@ekilog.fr
1955;01/01/2010;56 avenue Paul de vivie 84210 Pernes les fontaines;http://www.nowhere-entreprise.com/;04 84 25 12 49;contact@nowhere-entreprise.com
1956;01/10/2011;7, rue Francois Mouthon 75015 Paris;https://www.nuagelabs.fr;(+33) (0)1 76 74 04 97;contact@nuagelabs.fr
1957;01/01/2011;12 rue Vivienne, Lot 375002 Paris;http://www.chauffeur-prive.com;;contact@chauffeur-prive.com
1958;01/09/2011;11, rue tronchet 75008  Paris;http://www.shopmium.com/;0977199679 ;contact@shopmium.com
1959;01/01/2011;30 rue Blondel 75002 Paris;http://www.mailjet.com/;33 972 239 999;contact@mailjet.com
1960;01/01/2011;16 rue Bouchut 75015  Paris;http://www.seeing.fr/;01 44 88 58 56;management@seeing.fr
1961;01/01/2011;48 Rue Cardinet  75017 Paris;http://www.appgratis.com/fr;;simon@appgratis.com
1962;01/01/2009;1 rue Fleming 17000  La Rochelle;http://www.sellsy.fr/;;contact@sellsy.com
1963;01/01/2008;109 Kingston StreetNC Boston;http://www.drync.com/;;feedback@drync.com
1964;01/01/2011;NCNC San Francisco;http://liveminutes.com/;;hello@liveminutes.com.
1965;01/12/2012;NCNC NC;http://controlestib.be/;;
1966;24/09/2012;2000, route des Lucioles BP 2906410 Biot;http://www.ozerise.com/;;
1967;01/06/2010;127 Grande rue 06410 Sophia-Antipolis;http://www.hexapay.com/;;contact@hexapay.com
1968;01/01/2009;Unit 121, Rosden House 372 Old StreetNC London;http://www.monoidics.com/;+44 (0)20 7300 7328;info@monoidics.com
1969;01/11/2010;301 Howard St. Suite 220094105 San Francisco;https://path.com/;;dmca@path.com
1970;01/01/2012;39, Av Lalla Yacout 5eme Etage Appartement 20000 Casablanca;http://ontaf.com;;contact@Ontaf.com
1971;01/05/2013;NCNC NC;https://www.glowing.com/;;info@glowing.com
1972;01/01/2013;418 Rue du Mas de Verchant 34000 Montpellier;http://ziiimo.com/;06 50 54 00 94;contact@ziiimo.com
1973;01/03/2013;51 Avenue Gambetta 33480 Castelnau de Medoc;http://larrosoir-jardin.com/;;contact@larrosoir-jardin.com
1974;13/04/2011;3, rue de Copenhague 75008 Paris;http://www.geolee.com/;;contact@geolee.com
1975;15/10/2011;13 boulevard Rochechouart 75009 Paris;http://drinkon.me/;+33183640016;contact@drinkon.me
1976;01/12/2011;NCNC NC;http://kwit.fr/;;geoffrey.kr@me.com
1977;01/03/2011;Vester Voldgade 83 2.TV.1552 Copenhagen ;http://fr.bownty.com/;;hello@bownty.com
1978;01/01/2011;110 rue des Poissonniers 75018 Paris;http://eforsports.com/;01 44 92 00 69;contact@eforsports.com
1979;26/12/2012;41 rue du Sentier 75002 Paris;http://www.mondocteur.fr/;01 84 17 46 78;contact@mondocteur.fr
1980;01/01/2010;82, rue du Faubourg Saint-Martin 75010  Paris;http://madebykawet.com/;+33 6 34 26 45 47/+33 6 25 21 20 56;hello@madebykawet.com 
1981;01/09/2012;10, rue de la Croix Mitta 54600  Villers-Les-Nancy;http://www.polagr.am/fr/;;contact@polagr.am
1982;01/08/2010;68 Avenue Victor Hugo 92170 Vanves;http://myqaa.com/;+33 9 72 41 66 13;support@myqaa.com
1983;01/01/2011;425 Rue Jean Rostand 31670 Labege;http://www.scoop.it/;;contact@scoop.it
1984;01/03/2011;1 Rue Auguste Renoir 93600  Aulnay sous Bois;http://www.ravy-solutions.com;01 83 64 89 81;contact@ravy.fr
1985;01/01/2009;2 rue de l’Ourmede 31620  Castelnau d'Estretefonds;http://levelupstudio.com/;0561371885;jdelrio@levelupstudio.com
1986;12/10/2011;61 Rue de Sevres 92410 Ville-d'Avray;http://meetlima.com;;team@meetlima.com
1987;01/07/2009;46 rue Auguste Blanqui 94250  Gentilly;http://www.nomalys.com ;01 46 65 21 58;contact@nomalys.com 
1988;01/01/2010;Parc d’activite des 4 Vents, 3 rue Antoine Pinay 59510 Hem;http://www.CloudSystem.fr;;contact@CloudSystem.fr
1989;23/03/2011;425 rue Jean Rostand 31670 Labege;http://www.ubleam.com;;contact@ubleam.com
1990;01/01/2011;107 Rue Pierre Semard 92320 Chatillon;http://www.tozelabs.com/;;contact@tozelabs.com
1991;01/01/2013;05 W 37th street #2709 10018 New York;http://www.getlocket.com/;;contact@getlocket.com
1992;01/01/2010;33 Rue du Faubourg Montmartre 75009 Paris;http://smartapps.fr/;01 84 16 48 46;contact@smartapps.fr
1993;01/01/2007;1783 Impasse des Palmiers 20290 Borgo;http://www.appvip.com/;06 45 91 26 05;thomas@websociety.fr
1994;01/01/2012;110 Boulevard de Sebastopol 75003 Paris;http://www.smartsy.fr/;01 77 15 42 92;contact@smartsy.fr
1995;01/01/2012;62 rue Jean Jacques Rousseau 75001 Paris;http://www.ityz.me;06 95 33 82 67;contact@ityz.me
1996;01/01/2013;46 Rue Du Ressort 63000  Clermont-Ferrand;http://www.keynae.com/;0643579524;
1997;05/07/2010;19, rue Martel 75010 Paris;http://www.exponaute.com/;+33 (0)1 83 62 67 38;contact@exponaute.com
1998;01/01/2012;8 Rue Gustave Dore 75017  Paris;http://www.sharewizz.com/;06 68 98 18 38;contact@sharewizz.com
1999;01/01/2009;16 Passage Jouffroy 75009  Paris;http://www.scality.com;01 78 09 82 70;sales.eu@scality.com
2000;01/01/2011;18 rue Soleillet 75020  Paris;http://www.jobaroundme.fr/;09 67 02 58 65;contact@jobaroundme.fr
2001;01/04/2012;63 Boulevard de Menilmontant 75011 Paris;https://www.dashlane.com/fr;01 43 57 16 24/01 43 57 17 20;contact@dashlane.com
2002;01/01/2012;Smart Me Up 15 Chemin des pres 38240 Meylan;http://www.smartmeup.org;+33 (0) 4 56 85 00 21;contact@smartmeup.org
2003;01/01/2008;8 Rue Camille Claudel 94190  Villeneuve-Saint-Georges;https://fretbay.com/fr/;;support@fretbay.com
2004;01/03/2012;20 cite des Feurs 75017 Paris;http://www.youboox.fr/;;contact@youboox.fr
2005;01/03/2013;21-23 rue de la tour 75116 Paris;http://www.gamebookstore.fr/;;antoine@gamebookstore.fr
2006;01/05/2011;27 rue d'Esbly 77240 Cesson;http://www.lesmainslibres.fr/;06 31 52 56 65;contact@lesmainslibres.fr
2007;01/01/2003;Avenue Louis Philibert 13290 Aix-en-Provence;http://www.vedalis.com/fr;04 86 87 03 00;info@vedalis.com
2008;15/03/2013;Boîte 37, 23 rue du Depart 75014 Paris;http://www.mastercourses.com;;hello@mastercourses.com
2009;01/01/2008;3 Place Saint-Antoine 60200  Compiegne;http://www.perfect-memory.com/;+33 (0)9 51 73 31 20;contact@perfect-memory.com
2010;01/01/2013;22, rue du port Guichard 44000 Nantes;http://www.byjoul.com;02 49 44 89 20;contact@joulmail.com
2011;13/01/2010;26 rue Damremont 75018  Paris;http://www.kickyourapp.com;0972371744;contact@kickyourapp.com
2012;15/07/2011;48 rue Meslay 75003  Paris;http://www.fasterize.com;06 30 26 44 80;s@fasterize.com
2013;01/06/2012;125, rue du Theatre 75015 Paris;http://www.smartappli.com;;
2014;01/01/2009;NCNC NC;http://fr.mytranslation.com/;;contact@mytranslation.com
2015;01/01/2012;18 rue du Temple 75004 Paris;http://cinemur.fr;01 44 54 33 37;contact@cinemur.fr
2016;01/04/2013;Smartphood SAS 92 Rue de Clery 75002  Paris;http://lappero.com/;;
2017;01/01/2012;5, rue Ordener 75018  Paris;http://www.flipmylook.com/;06 17 14 41 95;vinecnt@flipmylook.com
2018;11/03/2010;: 2 rue Jean Perrin – Campus Effiscience 14460 Colombelles;http://www.6cure.com;02 50 01 15 09;contact@6cure.com
2019;01/11/2011;ParisTech Entrepreneurs 9, rue Dareau, CS 3141075993 Paris Cedex 14;http://www.beesapps.fr;;contact@beesapps.com
2020;01/01/2009;25 rue de Joinville 94120  Fontenay-sous-Bois;http://www.mondecafes.com/fr;;info@mondecafes.com
2021;01/01/2008;15, rue Jean Baptiste Berlier 75013  Paris;https://www.writethat.name/;+33 1 55 43 79 20;support@kwaga.com
2022;01/10/2011;1/3 Rue d'Enghien 75010  Paris;;;steward@zenwego.com
2023;01/01/2008;Cap Omega rond point Benjamin Franklin 34960  Montpellier;http://www.expernova.com/;04 67 65 54 41;contact@expernova.com
2024;01/01/2012;91 rue du Feaubourg St Honore75008  Paris;http://www.wantedeal.fr/;;contact@wantedeal.fr
2025;01/09/2012;870, rue Denis Papin Quartier des Entrepreneurs 54710 Ludres;http://www.qualit-cloud.fr;;contact@qualit-cloud.fr
2026;01/01/2011;12, rue Pierre Villey 75007 Paris;http://www.twio.fr;;contact@twio.fr
2027;01/01/2011;Alcatel-Lucent Nantes/Orvault 44700 Bretagne;http://www.kiwatch.com;0811 62 00 72;support@kiwatch.com
2028;01/01/2008;78 1st St., 6th FloorCA 94105 San Francisco;http://www.life360.com;;info@life360.com / support@life360.com
2029;01/01/2008;Big5media -mobiciel  31 rue boileau 92120 Montrouge;http://www.big5media.com;01.47.40.32.10;contact@big5media.com
2030;20/01/2005;7 rue de la Croix MartrePalaiseau Palaiseau;http://www.sparkom.com;01 60 11 60 89;contact@sparkom.com
2031;01/02/2013;58, rue du Faubourg Poissonniere 75010 Paris;https://jolicharts.com/;+33 1 47 70 08 90;team@jolicharts.com
2032;04/03/2013;117, avenue Gaston DiderichL-1420 Luxembourg;https://www.streamnation.com;; theteam@streamnation.com
2033;01/07/2009;14 avenue de l’opera 75001 Paris;http://www.pandat.fr/;01 83 81 81 61;contact@pandat.fr 
2034;01/05/2012;7bis, Av Pierre Grenier 92100 Boulogne Billancourt;http://www.scoreway.fr/;08 25 59 50 27;contact@scoreway.fr
2035;01/04/2008;58, rue du Faubourg Poissonniere 75010 Paris;http://www.visuamobile.com/fr/;01 83 64 07 40;contact@visuamobile.com
2036;01/06/2010;25 rue de Chazelle 75017 Paris;http://heycrowd.com;;contact@heycrowd.com	
2037;01/12/2012;112, rue Reaumur 75002 Paris;http://www.onemorethingstudio.com/;;jerome@omts.fr
2038;01/04/2012;10 Avenue de la Porte de Menilmontant 75020 Paris;http://www.smarteeprint.com/;06 51 73 82 73;jafs@smarteepress.com
2039;01/01/2010;165 Avenue de Bretagne Euratechnologies 59000 Lille;http://balumpa.com/;0972170631;feedback@balumpa.com
2040;01/06/2007;EuraTechnologies Le Cube, 35 rue Winston Churchill 59160 Lomme;http://blog.levacomm.fr;+33 3 20 10 27 70;contact@levacomm.com
2041;01/03/2009;23 bd Victor Hugo 31770 Colomiers;http://www.insiteo.com/;0608065313;benedicte.devillemeurvieille@insiteo.com
2042;01/01/2011;5, rue Hedouin 92190 Meudon;http://www.reward-process.fr/;+33(0)6 16 05 82 94;
2043;01/03/2011;Immeuble Circus Hall B, 3 rue Ariane 33700 Merignac;http://www.inflexsys.com;05 56 69 39 40;pgelinaud@inflexsys.com
2044;01/01/2011;5, rue des Suisses 75014 Paris;http://www.docTrackr.com/;;contact@doctrackr.com
2045;01/01/2012;Le River Seine, 25 quai Gallieni 92150  Suresnes;http://www.moskitos.fr;+33 1 58 47 03 43;bertrand.masson@moskitos.fr
2046;01/03/2011;10 rue Chauchat 75009  Paris ;https://www.moneydoc.fr/;09 72 37 98 96;david.godat@fiduceo.fr / Pierre.villeroy@fiduceo.fr / jeremy.girard@fiduceo.fr
2047;01/01/2012;32 Rue Feydeau 75002 Paris;http://www.criticats.com/;;contact@criticats.com
2048;01/01/2012;Startup Genome - 131 Dundee Ridge Ct 68132 Omaha;http://www.startupgenome.com/;636-538-0326;contact@startupgenome.com
2049;01/05/2011;NCNC NC;http://www.butterflyeffect.fr;;contact@butterflyeffect.fr
2050;01/05/2011;28 Bis Rue Castagnary 75015 Paris;http://mobinlife.com;+ 33 1 44 88 80 94;direction@mobinlife.com
2051;01/01/2012;Poutsch Corp. 2140 South DuPont Highway Camden, Kent County 19934 Delaware;https://poutsch.com;;hello@poutsch.com
2052;01/06/2011;NCNC NC;http://www.oleapark.com;;contact@oleapark.com
2053;01/07/2009;64 Dame StreetNC Dublin;http://www.cloudsplit.com;+353872995547;info@cloudsplit.com
2054;01/01/2004;6 bis rue des Graviers 92200 Neuilly-sur-Seine;http://www.tedemis.com/;+33 (0) 1 55 90 53 90;contact@tedemis.com
2055;01/01/2010;15, rue du Caire 75002 Paris;http://www.tinyclues.com/;+33 1 75 50 67 26 ;webmaster@tinyclues.com
2056;01/01/2012;AlephD SAS, 117 rue de Charenton 75000 Paris;http://www.alephd.com;;contact@alephd.com
2057;01/01/2007;1 Front Street, Suite 270094111 San Francisco;http://www.lookout.com;;
2058;01/10/2011;67 bis chemin de maintenue 69650  Saint Germain au Mont d'Or;http://www.dendreo.com;;contact@dendreo.com
2059;01/12/2009;36 E. 20th St., 3rd Floor 10003 New York;http://gateguruapp.com/;(646) 277-7395;support@gateguruapp.com
2060;01/01/2012;NCNC Paris;http://www.adomik.com/;;jobs@adomik.com
2061;01/12/2011;12, rue lamartine 75009 Paris;http://www.sejourning.com;+ 33(0)1 48 78 96 22;contact@sejourning.com 
2062;01/07/2011;9 rue Bezout 75004 Paris;http://www.unevoiturealouer.com;01 42 79 90 50;info@unevoiturealouer.com
2063;08/11/2012;105 Boulevard Bineau 92200   Neuilly Sur Seine;http://www.preezm.com;;
2064;01/04/2013;Allianzes Peoplbrain.com 29 Grande Rue 59100 Roubaix;http://www.peoplbrain.fr;;contact@peoplbrain.com
2065;01/01/2013;NCNC NC;http://www.parrainapp.com;06.28.19.10.41;contact@Parrainapp.com
2066;01/01/2010;43 rue de Gergovie 78000 Versailles;http://www.abgenomica.com/;0133623083;contact@abgenomica.com
2067;01/01/2013;NCNC NC;http://www.mobeye-app.com;;contact@mobeye-app.com
2068;01/01/2007;2000 Rt. des Lucioles Les Algorithmes - Pythagore B 6902 Sophia Antipolis;http://www.activeeon.com/;0988777660;contact@activeeon.com
2069;01/01/2002;3 B Rue du Petit Robinson 78350  Jouy-en-Josas;http://www.active-circle.com/;0134659029 ;
2070;01/01/2010;4 Rue Ampere 22300 Lannion;http://www.actility.com/;0180876099;contact[@]acti-.com
2071;01/01/2009;67 avenue andre morizet 92100  Boulogne Billancourt ;http://www.allmyapps.fr;01 49 11 38 57;contact@allmyapps.com
2072;01/01/2009;455 Promenade des Anglais 6200 Nice;http://www.mac2c.com;08 99 96 77 16;contact@mac2c.fr
2073;01/01/2012;155 rue du Faubourg Saint Denis 75010 Paris;https://scanpay.it;;contact@scanpay.it
2074;01/05/2011;17 route de la reine 92100 Boulogne-Billancourt;http://www.netatmo.com/fr-FR/site;+33(6)19160602/0478371750;alix.dechelette@netatmo.com
2075;01/01/2013;8 rue de l'Isly 75008 Paris;http://www.laddition.com;01 75 43 51 20;info@laddition.com
2076;01/09/2009;Foodspotting, Inc. - 164 Townsend St #1194107 San Francisco;http://www.foodspotting.com;;team@foodspotting.com
2077;01/07/2011;7707 Main Street 84047 Midvale;http://www.spacemonkey.com/;;hello@spacemonkey.com
2078;01/01/2011;Sint-Michielstraat 92000 Anvers;http://www.arguslabs.be;+32 3 369 96 96;info@arguslabs.be
2079;01/06/2013;NCNC Montpellier;http://www.pushcontact.co/;;
2080;01/01/2012;200 Brannan St 94107 San Francisco;http://www.agentofpresence.com/;;alison@alisonlewis.com
2081;01/11/2011;Tornimäe 5, 5th floor 10145 Tallinn;http://www.biletu.com;+5 69 77 90 47 06;hello@biletu.com
2082;10/06/2012;Cosro Castelfilardo 30/A 10129 Turin;http://www.intoino.com;;besto@intoino.com
2083;01/01/2012;53 Boulevard de L'yerres 91000 Evry ;http://www.snapeous.com;;contact@snapeous.com
2084;01/04/2008;kWIQly GmbH Untere Gasse 9CH-3853 Niederried bei Interlaken;http://kwiqly.com;+41 (0)33 849 10 86;info@kwiqly.com
2085;01/01/2010;Pine Court 94014 94014;http://www.twemple.com/;N.C;contact@twemple.com
2086;01/01/2011;NCNC NC;http://www.re.co/;;
2087;01/01/2011;NCNC NC;http://www.qunb.com/;;
2088;01/01/2011;Gabriël Metsustraat 81071 EA Amsterdam;http://www.toogethr.com;+31 20 89 32 828;info@toogethr.com
2089;04/12/2012;2 rue de Touraine78 000 Versailles;http://www.be-bound.com/;+33 1 70 29 08 15;
2090;01/01/2012;N.CN.C Tel-Aviv ;http://mypermissions.com/;N.C;myp@rlmpr.com / feedback@mypermissions.org
2091;01/02/2013;BeeWee S.A. 59 rue BasseL-7307 Steinsel;http://www.lacuenta.com;+352 20 20 22 25;info@lacuenta.com
2092;01/01/2012;Harpunveien 33126 Nøtterøy;http://crypho.com;+47 952 22 898;info@crypho.com
2093;01/01/2011;5, Seed Village, H-FarmNC NC;http://www.shakechat.com/;+39 0422 789635;hello@shakechat.com 
2094;01/01/2003;5 rue Auguste Comte 75006 Paris;http://www.ooshot.com/;08.20.69.87.65;valerie@ooshot.com
2095;01/02/2012;NCNC NC;http://www.foodzai.com/;;taste@foodzai.com
2096;01/05/2011;NC 94123 NC;https://www.styleseat.com/;;info@styleseat.com
2097;13/12/2004;50 avenue Jean Lebas 59100 Roubaix;http://www.acipia.fr;03 20 28 61 62;contactweb@acipia.fr
2098;28/01/2011;Centre International de Communication Avancee6560  Alpes-Maritimes;http://www.acute3d.com;06 74 21 46 93;sales@acute3D.com
2099;01/06/2007;185 Berry St 4th FloorCA, 94107 San Francisco;https://www.dropbox.com/;;privacy@dropbox.com
2100;01/01/2008;Spotify France SAS 15, avenue de Villiers 75 017  Paris;https://www.spotify.com/int/;;
2101;01/01/2011;14 rue Soleillet 75020 Paris;http://www.scanbucks.com/www.distribeo.com;+336 32 21 76 91;eliott@distribeo.com
2102;01/12/2011;Uber France SAS 28 rue Mogador RCS Paris B 539 454 942  75009  Paris; https://www.uber.com/cities/paris# /http://support.uber.com ;+33 6 75 28 63 27;press@uber.com / support@uber.com
2103;13/01/2010;40, Boulevard du General Leclerc 92200 Neuilly Sur Seine;http://www.apila.fr/;01 55 43 75 56;contact@apila.fr
2104;01/01/2007;655 Campbell Technology Parkway  - Suite 21595008 Campbell;http://www.paraccel.com/;866-903-0335;info@paraccel.com
2105;01/08/2010;4 West 4th Avenue Suite 401CA 94402 San Mateo;http://www.scalextreme.com;(877) 972-2539;info@scalextreme.com
2106;01/11/2009;Sunnyvale, USA - 155A West Moffett Park Dr. - Suite 10494089 Sunnyvale;http://www.sandisk.com/;650-262-6663;info@flashsoft.com
2107;14/02/2011;303 2nd Street Suite 20094107 San Francisco;https://www.chartboost.com/;;contact@chartboost.com
2108;01/10/2012;Farmeron Inc., 444 Castro Street, Suite 120094041 Mountain View;https://www.farmeron.com/;00385915204776;matija@farmeron.com
2109;01/01/2009;1000 Winter St - Suite 4500 Waltham , MA 02451 Waltham;http://tribehr.com/;1-855-874-2347;info@tribehr.com
2110;01/04/2011;33, rue du Temple 75004 Paris;http://www.restoflash.fr/;01 77 17 30 72;info@restoflash.fr
2111;01/09/2009;Howard Street #714 San FranciscoCA, 94103 San Francisco;http://www.getaround.com;1-866-438-2768;help@getaround.com
2112;01/05/2009;San Francisco, USA - 799 Market Street 94103 San Francisco;https://www.treatful.com/;(888) 503-7558;support@treatful.com
2113;01/01/2008;Bureau de New York 27 W 24th Street, Suite 20210010 Brooklyn;http://www.newscred.com/;212-989-4100;platform@newscred.com
2114;01/03/2009;144 2nd St., First Floor CA 94105 San Francisco;https://rally.org/;+1 888-648-2220;press@rally.org
2115;01/01/2010;Mashape Lair – 433 Bryant ST 94107 San Francisco;https://www.mashape.com/;;hey@mashape.com
2116;01/11/2010;Voxer HQ - 760 Market St., au 5eme etage 94102 San Francisco;http://voxer.com/;;nfo@voxer.com
2117;01/01/2009;420 Taylor St 4th Floor San FranciscoCA 94102 San Francisco;http://www.taulia.com;+1 415 376 8280;info@taulia.com
2118;01/01/2011;77 Av de la Republique 75011 Paris;https://taxibeat.fr;07 50 38 04 24;aide@taxibeat.fr
