;Classe;Date de création ;Adresse du siège ;Site Web ;Téléphone ;Email 
1726;web;01/01/2015;19 rue Pierre Lescot75001 Paris;https://www.juliedesk.com/;01 76 38 00 33;contact@juliedesk.com
1727;web;01/01/2014;44 rue de GIGANT44100  NANTES;http://www.nooster.fr/ ;02.29.05.27.40;contact@nooster.fr 
1728;web;01/01/2015;01/01/201533 rue Julien Lacroix 75020 ;http://www.themaker.fr/ ;01 78 42 36 70;
1729;web;01/01/2014;61 rue de l'arcade 75008  Paris;http://www.paycar.fr/ ;;hello@paycar.fr 
1730;web;01/01/2015;24 rue Buffault 75009  Paris;http://dialoog.fr/ ;06 76 44 38 42;contact@dialoog.fr 
1731;web;01/01/2015;53 Rue de la Rochefoucauld 92100 Boulogne-Billancourt;https://wooflow.fr/ ;01 46 05 19 20;support@wooflow.fr 
1732;web;01/02/2015;2 Rue des Marguerites 31800  St Gaudens;http://www.jardin-boheme.com/ ;05 61 95 39 60;contact@jardin-boheme.com 
1733;web;01/01/2011;83, rue de Reuilly75012 Paris;http://www.bibelib.com/;01 76 21 64 66;info@bibelib.com
1734;web;01/01/2014;-- -;http://www.be2biz.fr/ ;;contact@be2biz.fr  
1735;web;01/01/2013;-- -;http://www.nautal.fr/ ;01 70 61 48 86 ;info@nautal.fr 
1736;web;01/01/2015; 4-6 rue de l'Abbé Hazard 92000  Nanterre;http://www.city-drop.com/ ;01.47.29.98.66 ;contact@city-drop.com 
1737;web;01/01/2014;12 HaZanhanim Street- Rishon Lezion;https://uppler.com/ ;09 70 40 32 30;gregoire.chauvin@uppler.com 
1738;web;01/05/2015;21 bis rue du Simplon75018 Paris;http://my-wall.fr/ ;01 85 09 13 25  ;contact@my-wall.fr 
1739;web;01/01/2015;61 RUE PAUL VAILLANT COUTURIER92300  LEVALLOIS PERRET;http://www.adopteunbureau.fr/ ;06 37 37 89 10;contact@adopteunbureau.com 
1740;web;01/01/2014;6 rue Baudin92300  Levallois-Perret;http://www.monsieur-lucien.fr/ ;01.79.73.41.44;julien.tourme@monsieur-lucien.fr 
1741;web;01/01/2014;8, rue Cadet 75009 Paris;http://www.diduenjoy.com/fr/ ;;contact@diduenjoy.com 
1742;web;01/01/2014;Anklamer Straße 5610115  Berlin;http://www.brunomatelas.fr/ ;09 75 184 200;support@brunomatelas.fr 
1743;web;01/01/2015;11, rue Pierre Landais44200  Nantes;http://www.lucymysecretary.com/ ;07 86 37 11 56 ;lucy@lucymysecretary.com
1744;web;01/01/2010;100 Charing Cross RoadWC2H 0JG  Londres ;http://www.made.com/;+44 020 366 824 01;
1745;web;01/04/2012;15 rue de l’Innovation – ZA La BAOU83110  Sanary-sur-Mer;http://www.sefaireaider.com/;04 82 78 20 00;contact@sefaireaider.com
1746;web;01/01/2011;9 bis rue Nicolo75116 Paris;http://www.colunching.com/;07 82 62 27 58;contact@colunching.com
1747;web;01/01/2015;--- -;http://www.latreebu.com/ ;;hello@latreebu.com 
1748;web;01/01/2013;16 B rue de la mairie 69410  Champagne au Mont d’Or ;http://novadeo.fr/index.html ;04 63 05 31 94 ;contact@novadeo.fr 
1749;web;01/01/2011;1047 Route des Dolines, Allée Pierre Ziller - Business Pôle, Bât.B06560 Valbonne;http://vigiglobe.com/;http://vigiglobe.com/;discuss@vigiglobe.com
1750;web;01/09/2014;34 avenue des Champs-Élysées75008 Paris;http://www.eridanis.com/;;contact@eridanis.fr
1751;web;01/01/2015;-- -;http://www.tipotop.fr/ ;;julia@tipotop.fr 
1752;web;01/01/2015;25 rue du Mail75002  75002 ;http://www.valueyournetwork.com/fr/ ;;
1753;web;01/01/2012;34 chemin du Perrat 71000  MACON;http://www.franceofgastronomy.com/index.php ;;franceofgastronomy@yahoo.fr 
1754;web;01/01/2015;77 rue de la Boétie 75008  Paris;http://monsieurmecano.com/ ;06.14.11.22.36;gildascauvin@live.fr
1755;web;01/01/2014;8 rue du Faubourg Poissonnière75010 Paris;http://www.wistiki.com/;;team@wistiki.com
1756;web;01/01/2015;18 rue Montmartre75001 Paris;http://www.expensya.com/fr ;;privacy@expensya.fr 
1757;web;01/01/2015;-- -;http://myabos.strikingly.com/ ;;
1758;web;01/01/2010;22 Rue du 4 Septembre75002  Paris;http://www.ad4screen.com/ ;01 44 56 87 25;info@ad4screen.com
1759;web;01/03/2011;9 Rue d'Enghien69002  Lyon;http://urbangirl.fr/;+33 (0)9 86 20 15 98;contact@urbangirl.fr
1760;web;01/01/2014;8 rue Lemercier75017  PARIS;http://www.reserverunbar.fr/ ;06 63 67 53 50;contact@ruub.fr 
1761;web;01/06/2014;-- -;http://www.prendsmaplace.fr/ ;;
1762;web;01/01/2013;20 LOTISSEMENT HIRUAK-BAT64310  SAINT PEE SUR NIVELLE;http://hizketa.com/ ;05.59.22.23.90;boutique@hizketa.fr 
1763;web;01/01/2012;56 rue faubourg Saint Antoine75012  Paris;http://dandybox.com/ ;;contact@dandybox.com 
1764;web;01/01/2013;20 rue Olivier Noyer 75014 Paris;http://www.ownpage.fr/;;contact@ownpage.fr
1765;web;01/01/2014;-- -;http://pockettribe.com/ ;;
1766;web;01/06/2014;1 Bis Cité Paradis75010 Paris;http://www.habiteo.com/;01 75 18 55 02;contact@habiteo.com
1767;web;01/02/2014;44 Rue Montmartre75002 Paris;http://www.semeubler.com/;01 71 75 77 71;
1768;web;01/01/2015;11 rue de Savoie75006 Paris;http://www.heyjeffrey.co/ ;06 24 41 70 91;hello@heyjeffrey.co 
1769;web;01/01/2015;83 Rue du Cherche-Midi75000 Paris;http://www.soyezbcbg.fr/ ;01 76 44 00 21;edouard@soyezbcbg.fr
1770;web;01/01/2014;45 rue carnot92100  Boulogne BIllancourt;https://www.communautel.fr/ ;01 84 13 00 01 ;
1771;web;01/01/2014;-- -;https://www.adpays.me/ ;;
1772;web;01/01/2015; 7, rue du parc de Clagny78000  Versailles ;http://www.actimeety.com/ ;-;contact@actimeety.com
1773;web;01/01/2013;-- -;http://www.livosphere.com/;-;-
1774;web;01/01/2009;61, avenue Roger Cohé 33600  Pessac;http://www.mib-agence.com/;09.66.98.08.25;agence@mib-agence.com 
1775;web;01/01/2013;26 rue de la chapelle75018  Paris;http://www.swopy.fr/ ;;contact@swopy.fr
1776;web;01/01/2014;-- -;http://www.fr.payfacile.com/ ;;
1777;web;01/01/2011;14 rue Rougemont75009  Paris;http://www.makeupline.com ;01 71 25 03 86;contact.fr@makeupline.com
1778;web;01/07/2014;32 rue de Villejuif94320  THIAIS;http://www.e-agora.fr/ ;06.38.99.67.93;contact.digitalpublic@gmail.com
1779;web;01/01/2015;-- -;http://sheeps.fr/ ;;
1780;web;01/04/2015;39 rue Volta 75003  PARIS;http://www.trocotel.com/ ;07 82 28 10 46;accueil@solicediffusion.fr
1781;web;01/01/2014;44 rue Duranton 75015  Paris;http://visitefutee.com;01 84 17 57 46;contact@visitefutee.com
1782;web;01/11/2014;3 Allée de Tréhornec 56000  Vannes;http://hotalert.com/fr/accueil/ ;-;contact@HotAlert.com
1783;web;01/01/2015;-- -;http://www.lescoursesplusvite.fr/# ;07 82 79 45 43;hello@lescoursesplusvite.fr
1784;web;01/01/2013;Rue Michel-Ange 8675016  Paris;http://www.shelterr.com/ ;01.84.06.14.02;info@shelterr.com 
1785;web;01/08/2008;5, rue Jules Vallès75011 Paris;http://fr.smallable.com/;01 85 08 90 89;contact@smallable.com
1786;web;01/01/2009;Bâtiment Linéo - 4 rue Fulton 49912 Angers;http://www.qowisio.com/;15 millions d’euros en 2015;
1787;web;01/01/2014;17, cours Lafayette69006  Lyon;https://www.permigo.com/;09 82 36 67 91;
1788;web;01/01/2009;15, rue Marsollier75002 Paris;http://www.envoimoinscher.com/;01 75 77 37 97;contact@envoimoinscher.com
1789;web;01/01/2014;-- -;https://lesmetsdujour.com/ ;;contact@lesmetsdujour.com
1790;web;01/01/2013;11 Impasse Juton44000  Nantes;http://www.adtrafic.com/index/about ;;contact@adtrafic.com
1791;web;01/01/2015;21bis rue Carnot 72400  LA FERTE BERNARD ;http://www.toutelajustice.com/index.php ;09 66 85 10 21;contact@toutelajustice.com 
1792;web;01/01/2009;124 rue du faubourg saint Honoré75008  Paris;http://www.jurifiable.com/ ;01 76 50 52 52;contact@jurifiable.com 
1793;web;01/09/2014;Dorekensveld 2 1780  Wemmel;http://www.GpalTemps.com;-;info@GpalTemps.com
1794;web;01/04/2010;9 Kungsgatan11143 Stockholm;https://www.izettle.com/;;hello@izettle.com
1795;web;01/01/2014;20 rue Juge 75015 Paris;http://www.monmaitrecarre.com/ ;;hello@monmaitrecarre.com 
1796;web;01/09/2014;-- -;http://www.closetchic.fr/ ;;
1797;web;01/01/2014;-- -;http://www.meatifashion.com/ ;-;-
1798;web;01/12/2014;18, rue Raymond Penot91150  Boutervilliers ;http://www.josette-la-chouette.fr/ ;06 19 22 30 04;contact@josette-la-chouette.fr
1799;web;01/08/2014;154, rue Jules Ferry92500 Colombes;http://www.refundmyticket.net/;;
1800;web;01/01/2012;-- -;https://www.nameloop.com/ ;;
1801;web;01/01/2012;194 allées Maurice Blanc83500 La Seyne sur mer ;https://annonces-legales-faciles.com/ ;-;contact@annonces-legales-faciles.com
1802;web;01/01/2014;90 Boulevard Thermal63140  Châtel-Guyon;https://www.blablalivre.fr/ ;;
1803;web;01/01/2014;565, avenue du Prado13008  MARSEILLE;http://www.wineven.com/Account/Landing?ReturnUrl=%2FNewsPaper ;;communication@wineven.com
1804;web;01/02/2014;24 rue Louis Blanc 75010 Paris;http://www.eleveurs-pedigree.com/;06 65 57 16 95;contact@eleveurs-pedigree.com
1805;web;01/01/2014;35 B RUE CLOVIS51100  REIMS;https://www.ushopia.fr/ ;-;-
1806;web;01/01/2014;2 place de La Défense 92800  Puteaux;http://www.e-cotiz.com/ ;09 72 47 83 04;contact@e-cotiz.com
1807;web;01/01/2014;6 rue du sentier Microsoft Ventures75002  Paris;https://www.kokoroe.fr/ ;;hello@kokoroe.fr
1808;web;01/01/2015;273 Boulevard de Beaurepaire 59100  Roubaix;http://www.au-secours.net;0811 69 05 29;-
1809;web;01/01/2009;42, rue des Jeuneurs 75002  Paris;https://fr-fr.roomlala.com/ ;01 80 85 85 11;contact@roomlala.com
1810;web;01/01/2006;38, rue du Sentier 75002 Paris ;https://www.twenga-solutions.com/;01 55 34 97 50;press@twenga.com
1811;web;01/01/2012;45 avenue Kleber75116 Paris;http://www.izberg-marketplace.com/;01 76 44 03 98;contact@izberg-marketplace.com
1812;web;01/01/2011;18 rue Yves Toudic75010 Paris;http://www.ubudu.com/;01 40 40 74 72;contact_int@ubudu.com
1813;web;01/03/2015;29 avenue de Loverchy74000 Annecy ;http://www.anona.world/;;hello@anona.fr
1814;web;22/10/2007;2/4, rue Gustave Flourens92150  Suresnes;http://www.seriousfactory.com/; +33 (0)1 70 71 98 40;contact@seriousfactory.com
1815;web;01/12/2012;48 rue Meslay 75003 Paris;http://www.ma-carte-cadeau.com;01 71 32 54 23;contact@monpcsurmesure.fr
1816;web;01/11/2012;25 rue de la préfecture06300  Nice ;http://www.lefromage.fr/;09 51 00 19 22;contact@lefromage.fr
1817;web;01/01/2009;48 rue Nicolas Leblanc59000 Lille ;http://www.bookdoreille.com/ ;03 20 30 82 69;contact@bookdoreille.com 
1818;web;01/01/2012;23, rue des Charpentiers 59100 Roubaix;http://www.jobs.passiverecords.com/ ;03 20 40 87 87;contact@passiverecords.com
1819;web;01/12/2011;49 rue Fernand Pelloutier 92100  Boulogne Billancourt ;http://s4m.io/; +33 (0)1 84 19 06 59; contact@s4m.io
1820;web;01/01/2014;15 Rue Cortambert75016  Paris;http://www.travauxlib.com/ ;07 82 50 51 14;travauxlib@gmail.com
1821;web;01/11/2013;58 Rue de l'Eglise 75015  Paris;http://www.etregourmand.com/;01 44 26 38 19;contact@etregourmand.com
1822;web;01/11/2012;9-11, rue Benoit Malon92150 Suresnes;http://www.mondebarras.fr/;;contact@mondebarras.fr
1823;web;01/01/2012;Level 6, 3 Rider Boulevard Rhodes NSW 2138 Sydney;http://www.newzulu.com/;+61 (0) 293 228 091;
1824;web;01/01/2014;1 Westferry Circus, Londres E14 4HD- -;https://www.foiegrasgourmet.com/ ;01 82 09 55 27;info@foiegrasgourmet.com
1825;web;01/07/2012;37 Menachem Begin St. NC Tel Aviv;http://www.playbuzz.com/;;
1826;web;01/08/2013;155 5th Street, 6th Floor94103 San Francisco;https://slack.com/;;feedback@slack.com
1827;web;01/01/2012;36 rue Etienne Marcel 75002  Paris;http://www.kamden-media.com/ ;01 40 26 12 19;contact@kamden-media.com 
1828;web;01/01/2014;3/F Citicorp Centre, 18 Whitfield Road  Causeway Bay- -;http://fr.remailder.com/ ;;contact@remailder.com
1829;web;01/01/2010;21, place de la République75003  Paris ;http://workaholicdesigner.com/ ;06 32 99 98 83;
1830;web;01/01/2015;22 bis Rue de la République 69140  Rillieux-la-pape;http://www.casalink.fr ;04.78.34.10.97;bonjour@casalink.fr
1831;web;01/01/2014;16, rue de Vézelay75008  Paris;http://www.expo-dispo.fr/ ;01 64 49 70 95;administration@expo-dispo.fr
1832;web;01/03/2011;34 Rue de Clery75002 Paris;http://www.mediabong.com/;;contact@mediabong.com
1833;web;01/12/2014;165 Avenue de BretagneLille 59000;https://www.dividom.com/;09 72 47 16 61;contact@dividom.com
1834;web;01/10/2012;3 rue Chardonnet 69004  Lyon ;http://www.mapado.com/;09 51 49 76 52;contact@mapado.com
1835;web;01/01/2014;9 avenue de Villiers75017  Paris;https://www.giftit.fr/;+ 33 (0) 6 20 19 14 12;contact@giftit.fr
1836;web;01/01/2012;11 Rue Guy Môquet75017  Paris;http://www.vineabox.com/ ;01 82 83 44 90;
1837;web;02/01/2014; 55 rue La Boetie 75008  Paris;http://wedoogift.com/;0892490550;contact@wedoogift.com
1838;web;01/01/2011;17, rue du commandant charcot 33290  BLANQUEFORT;http://www.ecoclicot.com/ ;05.35.00.40.30;info@ecoclicot.com
1839;web;01/02/2012;6 Rue Léonard de Vinci53001  Laval;http://www.alegory.com/;+33 (0)9 61 38 35 64;contact@alegory.com
1840;web;01/01/2014;12, rue Pierre Sémard 38000 Grenoble;http://www.pharmanity.com/ ;04 56 80 66 41;contact@pharmanity.com
1841;web;01/01/2015;54 B RUE MICHEL ANGE75016  PARIS;http://www.cariboo.co/ ;;tomas@cariboo.co
1842;web;01/01/2015;-- -;http://www.soonmap.com/fr ;;
1843;web;01/01/2014;1 Rue Philippe Lebon ZA Henri Spriet14120  Mondeville;http://www.completement-marteau.com/?ref=nc ;09 75 18 43 12;question@completement-marteau.com
1844;web;01/01/2015;12 rue du Château d'Eau77230  ROUVRES;http://www.lafabriqueabois.com/ ;01 79 75 58 00;contact@lafabriqueabois.com
1845;web;25/02/2011;4 Rue Villaret de Joyeuse75017  Paris;http://littlebig.city/;+33 (0)1 55 37 94 70;hello@littlebig.city
1846;web;01/01/2014;Domaine de Moussanguy11150  VILLEPINTE ;http://fr.enko-running-shoes.com/;+33 (0)4 68 94 91 21;contact@enko-running-shoes.com
1847;web;06/06/2014;10 rue Bourgelat 69002  Lyon;http://www.jesorsenville.com/;;contact@jesorsenville.com
1848;web;01/01/2014;6 rue Ybry92200 Neuilly-sur-Seine;https://www.sharepay.fr/ ;;contact@sharepay.fr
1849;web;01/01/2014;43, Rue Jean Pierre Timbaud75011  Paris;http://www.budeal.com/ ;-;contact@budeal.com
1850;web;01/01/2011;The Cube SA 8 rue Edouard Lockroy75011  Paris;https://www.seekube.com/; +33 6 98 67 07 36;contact@seekube.com
1851;web;01/01/2015; 37 rue Pierre Paul Riquet, entrée A31000  Toulouse;http://www.cotable.fr/page/bienvenue.php ;;contact@cotable.fr
1852;web;01/01/2013;61 Avenue de saxe 75007  Paris;http://www.jiminis.com/ ;09 82 54 65 79;unepetitequestion@jiminis.com
1853;web;08/10/2014;147 Rue de Charenton75012  Paris;http://21heures.fr/;;contact@21heures.fr
1854;web;01/01/2014;14 rue Saint Lazare75009  Paris;http://www.wibulle.fr/ ;07 83 23 77 13 ;
1855;web;02/07/2014;69 Chemin des Papayes97490  Sainte-Clotilde;http://inmysphere.com/;;contact@inmysphere.com
1856;web;01/04/2015;28 Croix-des-Petits-Champs75001 Paris;http://miamtag.com/;01 42 36 50 56;
1857;web;01/01/2015;4 Boulevard Trudaine 63000  Clermont-Ferrand ;http://www.looktrend.com/girl/home/index ;06 17 16 28 42;hey@looktrend.com
1858;web;01/01/2014;-- -;http://mes-ventes-flash.fr/ ;;contact@mes-ventes-flash.fr 
1859;web;01/01/2014;39, rue du Caire75002  Paris;http://localeyes-app.com/ ;01 76 36 09 68;support@localeyes-app.com
1860;web;01/01/2012;3 parc Doaren Molac (bâtiment 4) 56610 Arradon;http://www.affinity-engine.fr/;;
1861;web;10/04/2014;10 rue d'Enghien Paris75015  Paris;http://www.yumi.fr/;+33 (0)1 49 52 00 20;louis-et-raph@yumi.fr
1862;web;01/01/2014;27, rue du chemin vert75011  Paris;http://www.cosme-literie.com/ ;01 79 73 30 90;contact@cosme-literie.com
1863;web;01/01/2012;-- -;http://www.hindbag.fr/ ;06 45 50 50 62;Pierre.monnier@hindbag.fr
1864;web;01/01/2012;1, rue du Guesclin - BP 6190544019  Nantes ;http://www.greenraid.fr/ ;;kniego@greenraid.fr
1865;web;01/01/2014;11 bis, rue Édouard Detaille75017 Paris;http://www.citychef.fr/;06 09 48 60 86;contact@etoiledesgourmets.com
1866;web;01/09/2011;20 Rue Chaptal75009  Paris;http://www.jacquesdemeter.fr/;+33 (0)1 83 64 72 27;contact@jacquesdemeter.fr
1867;web;01/01/2015;5 Avenue Jean Jaurès3800  Gannat;http://www.moose-company.fr/;+33 (0)6 95 04 62 66;contact@moose-company.fr
1868;web;01/01/2014;16 BOULEVARD SAINT GERMAIN75005  PARIS;http://buywer.com/ ;;hello@buywer.com
1869;web;01/01/2015;8 rue Martel 75010  Paris;http://www.souscritoo.com/ ;09 72 49 88 88;contact@souscritoo.com
1870;web;01/06/2013;25 Rue Montbrillant 69003 Lyon;http://www.monpotager.com/;01 76 40 00 03;contact@monpotager.com
1871;web;01/01/2014;160 rue Jeanne d'Arc 75013  Paris;https://clickndress.com/bienvenue ;;contact@clickndress.com
1872;web;01/01/2008;18/20, rue Soleillet75020 Paris;http://www.satisfactory.fr/;01 75 77 27 20;contact@satisfactory.fr
1873;web;01/01/2012;11, rue du Colisée 75008 Paris;http://www.early-birds.fr/;;
1874;web;01/04/2014;99 rue Duhesme75018 Paris;http://www.brocantelab.com/;09 72 49 32 22;contact@brocantelab.com
1875;web;01/01/2015;-- Paris;http://kwaala.fr/ ;;contact@kwaala.fr
1876;web;01/01/2013;37, avenue de Gramont03200  Vichy;http://www.whisperies.com/  ;;contact@whisperies.com
1877;web;18/08/2012;Espagne ;https://gudog.fr/;0805 32 10 23;info@gudog.fr
1878;web;01/01/2014;Hub Créatic, 6 rue Rose Dieng Kuntz44300  Nantes ;https://www.cashway.fr/;;
1879;web;01/01/2014;96 chemin des fonts 69910  Sainte-Foy-les-Lyon;http://www.takeaway-group.com/ ;04.27.50.18.05;vmarostegan@takeaway-group.com
1880;web;01/03/2014;Parc scientifique de la Haute Borne - HuB Innovation - 11-B avenue de l'harmonie59650 Villeneuve d'Ascq;http://www.mypopcorner.com/;+33 81 14 89 089;contact@mypopcorner.com
1881;web;01/01/2011;13, rue du Mail 75002 Paris;http://www.youscribe.com/;08 05 69 60 65;contact@youscribe.com
1882;web;01/01/2012;105 Avenue de la République59110  La Madeleine;http://www.clepsydre.com/ ;0811 030 366;contact@clepsydre.com 
1883;web;01/09/2014;191 Avenue Charles de Gaulle 92200 Neuilly-sur-Seine;https://hellocasa.fr/;01 76 44 02 32;
1884;web;01/01/2013; 29 rue des Etudiants92400  Courbevoie ;http://www.afrikrea.com/ ;; contact@afrikrea.com
1885;web;01/01/2013;chemin Varenne69380  Chasselay;http://www.sweetbikecompany.com/;06 99 28 89 61;hello@sweetbikecompany.com
1886;web;01/01/2013;Village des métiers d'art59700 Marcq-en-Barœul;http://www.mabulledeco.com/ ;06 76 79 74 25;
1887;web;01/01/2014;ECP Grande Voie des Vignes92290 Châtenay-Malabry;http://www.privateaser.com/;01 85 08 67 21;contact@privateaser.com
1888;web;01/01/2010;02 avenue du 1er mai 91120  Palaiseau;http://www.spacegoo.com/#;01 69 53 66 12;contact@spacegoo.com
1889;web;01/10/2014;-- -;http://sentimy.com;06 71 49 41 78;us@sentimy.com
1890;web;01/11/2012;910 chemin de la Malgues13630  EYRAGUES;http://www.colispratic.com/ ;04 90 90 15 28; contact@colispratic.com
1891;web;01/04/2011;8, Rue Gustave Rouanet75018  Paris;http://www.aeronavis.com/;+33 (0)4 94 98 39 70;contact@aeronavis.com
1892;web;11/12/2009;19 Rue de Marignan75008  Paris;http://www.adventori.com/fr/;+33 (0)1 83 56 11 58;contact@adventori.com
1893;web;01/03/2014;79, rue du Faubourg Poissonnière 75009  Paris;http://overlay.ms/ ;06 85 45 45 09;perrine@overlay.ms
1894;web;01/06/2013;282 Boulevard Saint Germain 75007 Paris;http://www.reezocar.com/;01 80 87 53 40;hello@reezocar.com
1895;web;01/08/2003;31 Allée Alain Gautier85340  Olonne-sur-Mer ;http://www.37deux.com/;+33 (0)2 51 23 84 99;contact@37deux.com
1896;web;01/01/2014;319 Avenue du Prado13008 Marseille;http://mpshuttle.fr/;08 26 10 28 62;contact@mpshuttle.fr
1897;web;01/01/2012;425 rue Jean Rostand31670 Labège;https://citymeo.fr/;06 34 10 07 20;contact@citymeo.fr
1898;web;02/06/2012;28 place de la Bourse75002 Paris;info@5m-ventures.com;01 84 16 45 15;info@5m-ventures.com
1899;web;02/04/2013;46 Place du Général de Gaulle59000  Lille;http://www.dad-agence.fr/;+33 (0)3 20 13 13 33;hello@dad-agence.fr
1900;web;01/01/2015;-- -;http://www.webcairn.com/ ;;
1901;web;01/07/2013;170 rue Michel Teule34080  Montpellier;http://www.AllianceSaveursetVins.com;06 24 98 00 85;contact@alliancesaveursetvins.com
1902;web;01/01/2014;34 avenue Jean-Jaurès 93500  Pantin;https://www.propulss.com/fr/ ;01 48 10 23 90;contact@propulss.com
1903;web;01/01/2015;-- -;https://gorgias.io/;;support@gorgias.io
1904;web;01/01/2008;11 rue de Poissy 75005  Paris; http://www.the-other-store.com/;01 80 05 15 43;
1905;web;01/01/2011;129, avenue des Compagnons34170  CASTELNAU LE LEZ;http://www.privatesportshop.fr/ ;04 99 77 33 61;info@privatesportshop.com
1906;web;01/01/2014;89 rue des morillons75015  PARIS;http://www.ecobill.fr/ ;06 89 03 18 15;
1907;web;01/01/2014;1 Boulevard Maître Maurice Slama06200  Nice;http://www.parkego.com/  ;09 72 47 58 41;
1908;web;01/01/2014;32 rue de Paradis75010 Paris;http://adotmob.com/;01 42 46 04 65;contact@adotmob.com
1909;web;01/01/2004;42 rue Albert Einstein ZA du Château 62220  Carvin;http://www.motoblouz.com/ ;03 21 43 33 04;contact@motoblouz.com 
1910;web;01/02/2010;53 rue des Deux Communes 93100  Montreuil;http://www.myposeo.com;09.72.26.52.37;contact@myposeo.com
1911;web;02/03/2015;203-205 rue Carnot94138  Fontenay-sous-Bois;http://easyproprietaire.com/ ;01 55 12 80 26;contact@easyproprietaire.com
1912;web;01/01/2006;10 rue Simon Le Franc75004  Paris  ;http://www.lachose.fr/lachose.php ;;lachose @lachose.fr
1913;web;01/01/2013;38 rue Jean Mermoz75008 Paris;http://azalead.com/;01 84 17 32 85;
1914;web;01/01/2014;4 place Robert Schuman 38000 Grenoble;http://www.troccauris.com/;06 72 15 98 09;contact@troccauris.com
1915;web;01/01/2013;1, avenue de la Gare40100  Dax;http://www.nigiloc.com/;05 24 26 30 24;
1916;web;01/01/2012;Rokin 751012 KL  Amsterdam;https://www.ticketswap.fr/;;info@ticketswap.fr
1917;web;01/01/2014;-- -;http://daycause.org/;;social@daycause.org
1918;web;01/07/2011;9 rue Bailly92200 Neuilly sur Seine;http://www.clickon-buy.com;;contact@clickon-buy.com
1919;web;01/10/2014;calle font 8 Alella08328 Barcelone ;http://www.marketyfiles.com/fr/;;
1920;web;01/01/2014;102 rue du dôme92100  Boulogne-Billancourt;http://enjoyenvoy.com/;;contact@enjoyenvoy.com
1921;web;01/01/2014;2 rue Béranger  93170  Bagnolet;http://www.coworkgames.com/;;contact@coworkgames.com
1922;web;01/01/2009;291 Chemin de la Bergerie13820  ENSUES LA REDONNE;http://www.allogarage.fr/;08 203 203 63;support@ovh.com
1923;web;01/01/2014; 22 Rue Professeur Rollet69008  Lyon;;;bonjour@bockal.fr
1924;web;01/01/2011;-- -;http://skyphrase.com/;;info@skyphrase.com
1925;web;01/01/2005;4440 El Camino Real Los Altos94022  -;https://www.box.com/fr_FR/home/;0800 909 816;
1926;web;01/01/2012;870 Market st94102 San Francisco;http://idibon.com/;;
1927;web;01/03/2013;475 Brannan St 3rd floor94107  San Francisco;https://www.docker.com/;;press@docker.com
1928;web;01/01/2009;Oostelijke Handelskade 751 1019  Amsterdam;http://www.wetransfer.com/;;support@wetransfer.com
1929;web;01/01/2009;6 avenue de la Grande Lande  33170  Gradignan;http://www.widmee.com;0556281521;contact@widmee.com
1930;web;01/01/2009;925 Alma St. 94301  Paolo Alto;https://getpebble.com/;+1-888-224-5820;support@getpebble.com
1931;web;01/01/2007;6 Cité Paradis75010 Paris;http://www.melijoe.com/fr/;02 52 44 15 99;
1932;web;01/03/2012;117 avenue du général Leclerc77400 Lagny-sur-Marne ;http://serious-talk.com/;;contact@serious-talk.com
1933;web;01/03/2014;La Guiardais22100 Quévert;https://www.monptivoisinage.com/; +33 (0)9 72 32 10 57;contact@monptivoisinage.com
1934;web;01/01/2013;13 boulevard Van Iseghem44000 Nantes;https://www.mycookr.com/;;contact@mycookr.com
1935;web;01/11/2014;10 rue de l'église 57300  Trémery;http://labonneoffre.fr/;;
1936;web;01/01/2013;37 rue Saint-Georges75009  Paris;http://slashe.fr/#home;09.50.40.15.73;contact@slashe.fr
1937;web;20/02/2009;64 RUE PASTEUR94800    Villejuif;http://www.cuisishop.com/;01 46 70 00 11;Contact@cuisishop.com
1938;web;01/07/2012;168 rue de Belleville 75020 Paris;http://www.decovery.fr/;;contact@decovery.fr
1939;web;27/07/2012;18 rue Bernard Gante93250 Villemomble;http://www.practisport.com;;contact@practisport.com
1940;web;01/01/2001;12 Rue Francisco Ferrer 94200  Ivry-sur-Seine;http://relaymark.com/fr/;01 58 46 14 30;support@relaymark.com
1941;web;01/01/2012;1161 avenue Jean Monnet ?13127 Vitrolles;http://www.webmarketing-services.com/;06 12 55 64 54;contact@webmarketing-services.com
1942;web;01/10/2011;73 rue de Martainville76000 Rouen;http://www.plixee.com/;02 32 10 29 43;contact@plixee.com
1943;web;01/04/2013;4 rue Louis de Broglie 22300 Lannion;http://www.ticatag.com/fr/;06 08 45 23 83;contact@ticatag.com
1944;web;01/09/2014;19 rue Pierre Lescot  75001 Paris;https://www.busit.com/;09 53 93 59 53;contact@busit.com
1945;web;01/08/2011;10 rue Chauchat 75009 Paris;http://www.myusinvestment.com/;01 84 16 17 81;contact@myusinvestment.com
1946;web;01/02/2014;83 rue du Faubourg Saint Denis75010  Paris;http://www.oureparer.com/;06 47 96 85 08/ 06 59 56 08 48;francois@oureparer.com / clement@oureparer.com
1947;web;01/01/2010;38 rue du bois galon94120 Fontenay sous-bois;http://www.avconceptproducts.com/;09 50 94 55 38;contact@avconceptproducts.eu
1948;web;15/02/2012;52 grande rue74200 Thonon-les-Bains;http://www.despasrayes.fr/;04 57 43 68 63 ;contact@despasrayes.fr
1949;web;28/12/2011;43 Chemin du Colombier06650 Le Rouret;http://tacticweb.fr/;09 81 62 33 80;contact@tacticweb.fr
